Year of Data,STRUCTURE_NUMBER_008,Bridge Health Index (Overall),Bridge Health Index (Deck),Bridge Health Index (Super),Bridge Health Index (Sub)
2007,300000H-X799010,95.69,97.96,95.25,95.63
2008,300000H-X799010,91.77,97.96,90.62,91.41
2009,300000H-X799010,82.13,94.06,79.5,83.5
2010,300000H-X799010,91.84,94.06,90.62,95.63
2011,300000H-X799010,90.05,94.06,90.62,83.5
2012,300000H-X799010,90.05,94.06,90.62,83.5
2013,300000H-X799010,90.05,94.06,90.62,83.5
2014,300000H-X799010,90.05,94.06,90.62,83.5
2015,300000H-X799010,90.05,94.06,90.62,83.5
2016,300000H-X799010,90.05,94.06,90.62,83.5
2017,300000H-X799010,93.36,94.06,95.25,83.5
2018,300000H-X799010,93.36,94.06,95.25,83.5
2019,300000H-X799010,90.89,91.7,90.62,91.41
2020,300000H-X799010,90.89,91.7,90.62,91.41
2021,300000H-X799010,90.89,91.7,90.62,91.41
1999,300000H-X796010,98.97,97.96,99.87,95.63
2000,300000H-X796010,98.97,97.96,99.87,95.63
2001,300000H-X796010,95.89,97.96,95.25,95.63
2002,300000H-X796010,95.89,97.96,95.25,95.63
2003,300000H-X796010,95.89,97.96,95.25,95.63
2004,300000H-X796010,95.89,97.96,95.25,95.63
2005,300000H-X796010,95.03,94.06,95.25,95.63
2006,300000H-X796010,95.03,94.06,95.25,95.63
2007,300000H-X796010,95.03,94.06,95.25,95.63
2008,300000H-X796010,95.03,94.06,95.25,95.63
2009,300000H-X796010,90.58,94.06,90.62,83.5
2010,300000H-X796010,94.56,94.06,95.25,91.41
2011,300000H-X796010,94.56,94.06,95.25,91.41
2012,300000H-X796010,94.56,94.06,95.25,91.41
2013,300000H-X796010,94.56,94.06,95.25,91.41
2014,300000H-X796010,94.56,94.06,95.25,91.41
2015,300000H-X796010,94.56,94.06,95.25,91.41
2016,300000H-X796010,94.56,94.06,95.25,91.41
2017,300000H-X796010,91.47,94.06,90.62,91.41
2018,300000H-X796010,91.47,94.06,90.62,91.41
2019,300000H-X796010,91.47,94.06,90.62,91.41
2020,300000H-X796010,91.47,94.06,90.62,91.41
2021,300000H-X796010,92.8,97.96,90.62,95.63
1995,300000H-X793012,98.2,99.94,99.87,95.63
1996,300000H-X793012,98.2,99.94,99.87,95.63
1997,300000H-X793012,97.71,97.96,99.87,95.63
1998,300000H-X793012,97.71,97.96,99.87,95.63
1999,300000H-X793012,96.07,97.96,95.25,95.63
2000,300000H-X793012,96.07,97.96,95.25,95.63
2001,300000H-X793012,96.07,97.96,95.25,95.63
2002,300000H-X793012,96.07,97.96,95.25,95.63
2003,300000H-X793012,96.07,97.96,95.25,95.63
2004,300000H-X793012,96.07,97.96,95.25,95.63
2005,300000H-X793012,96.07,97.96,95.25,95.63
2006,300000H-X793012,96.07,97.96,95.25,95.63
2007,300000H-X793012,96.07,97.96,95.25,95.63
2008,300000H-X793012,92.75,97.96,90.62,91.41
2009,300000H-X793012,92.75,97.96,90.62,91.41
2010,300000H-X793012,89.6,97.96,90.62,83.5
2011,300000H-X793012,89.6,97.96,90.62,83.5
2012,300000H-X793012,89.6,97.96,90.62,83.5
2013,300000H-X793012,89.6,97.96,90.62,83.5
2014,300000H-X793012,89.6,97.96,90.62,83.5
2015,300000H-X793012,89.6,97.96,90.62,83.5
2016,300000H-X793012,89.6,97.96,90.62,83.5
2017,300000H-X793012,92.75,97.96,90.62,91.41
2018,300000H-X793012,92.75,97.96,90.62,91.41
2019,300000H-X793012,92.75,97.96,90.62,91.41
2020,300000H-X793012,92.75,97.96,90.62,91.41
2021,300000H-X793012,92.75,97.96,90.62,91.41
1995,300000H-X793011,99.96,99.94,99.87,100.0
1996,300000H-X793011,99.96,99.94,99.87,100.0
1997,300000H-X793011,97.79,99.94,99.87,95.63
1998,300000H-X793011,97.79,99.94,99.87,95.63
1999,300000H-X793011,94.18,97.96,95.25,91.41
2000,300000H-X793011,94.18,97.96,95.25,91.41
2001,300000H-X793011,94.18,97.96,95.25,91.41
2002,300000H-X793011,94.18,97.96,95.25,91.41
2003,300000H-X793011,96.27,97.96,95.25,95.63
2004,300000H-X793011,96.27,97.96,95.25,95.63
2005,300000H-X793011,96.27,97.96,95.25,95.63
2006,300000H-X793011,96.27,97.96,95.25,95.63
2007,300000H-X793011,96.27,97.96,95.25,95.63
2008,300000H-X793011,94.18,97.96,95.25,91.41
2009,300000H-X793011,93.26,97.96,90.62,91.41
2010,300000H-X793011,89.34,97.96,90.62,83.5
2011,300000H-X793011,89.34,97.96,90.62,83.5
2012,300000H-X793011,89.34,97.96,90.62,83.5
2013,300000H-X793011,90.26,97.96,95.25,83.5
2014,300000H-X793011,94.18,97.96,95.25,91.41
2015,300000H-X793011,94.18,97.96,95.25,91.41
2016,300000H-X793011,94.18,97.96,95.25,91.41
2017,300000H-X793011,92.98,94.06,95.25,91.41
2018,300000H-X793011,92.98,94.06,95.25,91.41
2019,300000H-X793011,92.98,94.06,95.25,91.41
2020,300000H-X793011,92.98,94.06,95.25,91.41
2021,300000H-X793011,92.98,94.06,95.25,91.41
1995,300000H-X780010,99.74,97.96,99.87,100.0
1996,300000H-X780010,99.74,97.96,99.87,100.0
1997,300000H-X780010,96.77,97.96,95.25,100.0
1998,300000H-X780010,96.77,97.96,95.25,100.0
1999,300000H-X780010,92.61,97.96,90.62,95.63
2000,300000H-X780010,92.61,97.96,90.62,95.63
2001,300000H-X780010,92.61,97.96,90.62,95.63
2002,300000H-X780010,92.61,97.96,90.62,95.63
2003,300000H-X780010,92.61,97.96,90.62,95.63
2004,300000H-X780010,92.61,97.96,90.62,95.63
2005,300000H-X780010,92.61,97.96,90.62,95.63
2006,300000H-X780010,92.61,97.96,90.62,95.63
2007,300000H-X780010,92.61,97.96,90.62,95.63
2008,300000H-X780010,92.61,97.96,90.62,95.63
2009,300000H-X780010,92.61,97.96,90.62,95.63
2010,300000H-X780010,91.13,94.06,90.62,91.41
2011,300000H-X780010,91.13,94.06,90.62,91.41
2012,300000H-X780010,91.13,94.06,90.62,91.41
2013,300000H-X780010,83.98,94.06,79.5,91.41
2014,300000H-X780010,91.13,94.06,90.62,91.41
2015,300000H-X780010,91.13,94.06,90.62,91.41
2016,300000H-X780010,91.13,94.06,90.62,91.41
2017,300000H-X780010,91.13,94.06,90.62,91.41
2018,300000H-X780010,91.13,94.06,90.62,91.41
2019,300000H-X780010,91.13,94.06,90.62,91.41
2020,300000H-X780010,92.27,94.06,90.62,95.63
2021,300000H-X780010,92.27,94.06,90.62,95.63
1995,300000H-X758010,96.01,97.96,95.25,91.41
1996,300000H-X758010,96.01,97.96,95.25,91.41
1997,300000H-X758010,92.09,94.06,90.62,91.41
1998,300000H-X758010,92.09,94.06,90.62,91.41
1999,300000H-X758010,96.01,97.96,95.25,91.41
2000,300000H-X758010,96.01,97.96,95.25,91.41
2001,300000H-X758010,96.01,97.96,95.25,91.41
2002,300000H-X758010,96.39,97.96,95.25,95.63
2003,300000H-X758010,96.39,97.96,95.25,95.63
2004,300000H-X758010,96.39,97.96,95.25,95.63
2005,300000H-X758010,96.39,97.96,95.25,95.63
2006,300000H-X758010,96.39,97.96,95.25,95.63
2007,300000H-X758010,96.39,97.96,95.25,95.63
2008,300000H-X758010,92.96,97.96,90.62,83.5
2009,300000H-X758010,92.96,97.96,90.62,83.5
2010,300000H-X758010,92.96,97.96,90.62,83.5
2011,300000H-X758010,92.96,97.96,90.62,83.5
2012,300000H-X758010,92.96,97.96,90.62,83.5
2013,300000H-X758010,92.09,94.06,90.62,91.41
2014,300000H-X758010,92.09,94.06,90.62,91.41
2015,300000H-X758010,92.09,94.06,90.62,91.41
2016,300000H-X758010,92.09,94.06,90.62,91.41
2017,300000H-X758010,92.09,94.06,90.62,91.41
2018,300000H-X758010,92.09,94.06,90.62,91.41
2019,300000H-X758010,92.09,94.06,90.62,91.41
2020,300000H-X758010,92.09,94.06,90.62,91.41
2021,300000H-X758010,92.09,94.06,90.62,91.41
1995,300000H-X751010,99.07,97.96,99.87,95.63
1996,300000H-X751010,99.07,97.96,99.87,95.63
1997,300000H-X751010,99.29,99.94,99.87,95.63
1998,300000H-X751010,99.29,99.94,99.87,95.63
1999,300000H-X751010,99.29,99.94,99.87,95.63
2000,300000H-X751010,99.29,99.94,99.87,95.63
2001,300000H-X751010,99.29,99.94,99.87,95.63
2002,300000H-X751010,99.07,97.96,99.87,95.63
2003,300000H-X751010,99.07,97.96,99.87,95.63
2004,300000H-X751010,99.07,97.96,99.87,95.63
2005,300000H-X751010,99.67,97.96,99.87,100.0
2006,300000H-X751010,99.67,97.96,99.87,100.0
2007,300000H-X751010,99.67,97.96,99.87,100.0
2008,300000H-X751010,99.67,97.96,99.87,100.0
2009,300000H-X751010,99.07,97.96,99.87,95.63
2010,300000H-X751010,99.29,99.94,99.87,95.63
2011,300000H-X751010,99.29,99.94,99.87,95.63
2012,300000H-X751010,99.29,99.94,99.87,95.63
2013,300000H-X751010,95.6,97.96,95.25,95.63
2014,300000H-X751010,95.6,97.96,95.25,95.63
2015,300000H-X751010,95.6,97.96,95.25,95.63
2016,300000H-X751010,95.6,97.96,95.25,95.63
2017,300000H-X751010,95.6,97.96,95.25,95.63
2018,300000H-X751010,95.6,97.96,95.25,95.63
2019,300000H-X751010,95.6,97.96,95.25,95.63
2020,300000H-X751010,95.6,97.96,95.25,95.63
2021,300000H-X751010,95.6,97.96,95.25,95.63
1997,300000H-X743010,99.0,97.96,99.87,95.63
1998,300000H-X743010,99.0,97.96,99.87,95.63
1999,300000H-X743010,95.87,99.94,95.25,95.63
2000,300000H-X743010,95.87,99.94,95.25,95.63
2001,300000H-X743010,95.63,97.96,95.25,95.63
2002,300000H-X743010,95.63,97.96,95.25,95.63
2003,300000H-X743010,95.63,97.96,95.25,95.63
2004,300000H-X743010,95.63,97.96,95.25,95.63
2005,300000H-X743010,95.63,97.96,95.25,95.63
2006,300000H-X743010,95.63,97.96,95.25,95.63
2007,300000H-X743010,95.63,97.96,95.25,95.63
2008,300000H-X743010,95.63,97.96,95.25,95.63
2009,300000H-X743010,95.63,97.96,95.25,95.63
2010,300000H-X743010,99.0,97.96,99.87,95.63
2011,300000H-X743010,99.0,97.96,99.87,95.63
2012,300000H-X743010,99.0,97.96,99.87,95.63
2013,300000H-X743010,99.0,97.96,99.87,95.63
2014,300000H-X743010,99.0,97.96,99.87,95.63
2015,300000H-X743010,99.0,97.96,99.87,95.63
2016,300000H-X743010,95.63,97.96,95.25,95.63
2017,300000H-X743010,95.63,97.96,95.25,95.63
2018,300000H-X743010,95.63,97.96,95.25,95.63
2019,300000H-X743010,95.63,97.96,95.25,95.63
2020,300000H-X743010,95.0,97.96,95.25,91.41
2021,300000H-X743010,95.0,97.96,95.25,91.41
1995,300000H-X742010,99.68,97.96,99.87,100.0
1996,300000H-X742010,99.68,97.96,99.87,100.0
1997,300000H-X742010,95.59,97.96,95.25,95.63
1998,300000H-X742010,95.59,97.96,95.25,95.63
1999,300000H-X742010,95.59,97.96,95.25,95.63
2000,300000H-X742010,95.59,97.96,95.25,95.63
2001,300000H-X742010,95.59,97.96,95.25,95.63
2002,300000H-X742010,95.59,97.96,95.25,95.63
2003,300000H-X742010,95.59,97.96,95.25,95.63
2004,300000H-X742010,95.17,94.06,95.25,95.63
2005,300000H-X742010,95.17,94.06,95.25,95.63
2006,300000H-X742010,95.17,94.06,95.25,95.63
2007,300000H-X742010,95.17,94.06,95.25,95.63
2008,300000H-X742010,91.56,94.06,90.62,95.63
2009,300000H-X742010,91.08,94.06,90.62,91.41
2010,300000H-X742010,89.93,91.7,90.62,83.5
2011,300000H-X742010,89.93,91.7,90.62,83.5
2012,300000H-X742010,89.93,91.7,90.62,83.5
2013,300000H-X742010,81.28,91.7,79.5,83.5
2014,300000H-X742010,82.17,91.7,79.5,91.41
2015,300000H-X742010,82.17,91.7,79.5,91.41
2016,300000H-X742010,90.83,91.7,90.62,91.41
2017,300000H-X742010,90.83,91.7,90.62,91.41
2018,300000H-X742010,90.83,91.7,90.62,91.41
2019,300000H-X742010,90.83,91.7,90.62,91.41
2020,300000H-X742010,91.08,94.06,90.62,91.41
2021,300000H-X742010,91.08,94.06,90.62,91.41
1995,300000H-X734010,99.89,99.94,99.87,100.0
1996,300000H-X734010,99.89,99.94,99.87,100.0
1997,300000H-X734010,99.48,99.94,99.87,95.63
1998,300000H-X734010,95.52,97.96,95.25,95.63
1999,300000H-X734010,95.52,97.96,95.25,95.63
2000,300000H-X734010,95.52,97.96,95.25,95.63
2001,300000H-X734010,95.52,97.96,95.25,95.63
2002,300000H-X734010,95.52,97.96,95.25,95.63
2003,300000H-X734010,95.52,97.96,95.25,95.63
2004,300000H-X734010,95.52,97.96,95.25,95.63
2005,300000H-X734010,95.52,97.96,95.25,95.63
2006,300000H-X734010,95.52,97.96,95.25,95.63
2007,300000H-X734010,95.52,97.96,95.25,95.63
2008,300000H-X734010,95.52,97.96,95.25,95.63
2009,300000H-X734010,90.99,94.06,90.62,91.41
2010,300000H-X734010,98.57,94.06,99.87,91.41
2011,300000H-X734010,98.57,94.06,99.87,91.41
2012,300000H-X734010,98.57,94.06,99.87,91.41
2013,300000H-X734010,95.13,97.96,95.25,91.41
2014,300000H-X734010,95.13,97.96,95.25,91.41
2015,300000H-X734010,95.13,97.96,95.25,91.41
2016,300000H-X734010,95.13,97.96,95.25,91.41
2017,300000H-X734010,95.13,97.96,95.25,91.41
2018,300000H-X734010,95.13,97.96,95.25,91.41
2019,300000H-X734010,95.13,97.96,95.25,91.41
1995,300000G-NR01010,97.12,99.94,95.25,95.63
1996,300000G-NR01010,97.12,99.94,95.25,95.63
1997,300000G-NR01010,98.49,99.94,99.87,95.63
1998,300000G-NR01010,98.49,99.94,99.87,95.63
1999,300000G-NR01010,97.76,97.96,99.87,95.63
2000,300000G-NR01010,97.76,97.96,99.87,95.63
2001,300000G-NR01010,93.56,94.06,90.62,95.63
2002,300000G-NR01010,93.56,94.06,90.62,95.63
2003,300000G-NR01010,92.16,94.06,90.62,91.41
2004,300000G-NR01010,92.16,94.06,90.62,91.41
2005,300000G-NR01010,92.16,94.06,90.62,91.41
2006,300000G-NR01010,92.16,94.06,90.62,91.41
2007,300000G-NR01010,92.16,94.06,90.62,91.41
2008,300000G-NR01010,92.16,94.06,90.62,91.41
2009,300000G-NR01010,92.16,94.06,90.62,91.41
2010,300000G-NR01010,92.16,94.06,90.62,91.41
2011,300000G-NR01010,92.16,94.06,90.62,91.41
2012,300000G-NR01010,92.16,94.06,90.62,91.41
2013,300000G-NR01010,92.16,94.06,90.62,91.41
2014,300000G-NR01010,92.16,94.06,90.62,91.41
2015,300000G-NR01010,92.16,94.06,90.62,91.41
2016,300000G-NR01010,92.16,94.06,90.62,91.41
2017,300000G-NR01010,92.16,94.06,90.62,91.41
2018,300000G-NR01010,92.16,94.06,90.62,91.41
2019,300000G-NR01010,90.86,90.57,90.62,91.41
2020,300000G-NR01010,90.86,90.57,90.62,91.41
2021,300000G-NR01010,90.86,90.57,90.62,91.41
1999,300000F-MT01010,91.69,97.96,90.62,83.5
2000,300000F-MT01010,91.69,97.96,90.62,83.5
2001,300000F-MT01010,93.64,97.96,95.25,83.5
2002,300000F-MT01010,93.64,97.96,95.25,83.5
2003,300000F-MT01010,93.64,97.96,95.25,83.5
2004,300000F-MT01010,95.38,97.96,95.25,91.41
2005,300000F-MT01010,95.38,97.96,95.25,91.41
2006,300000F-MT01010,93.43,97.96,90.62,91.41
2007,300000F-MT01010,93.43,97.96,90.62,91.41
2008,300000F-MT01010,93.43,97.96,90.62,91.41
2009,300000F-MT01010,93.43,97.96,90.62,91.41
2010,300000F-MT01010,90.29,94.06,90.62,83.5
2011,300000F-MT01010,90.29,94.06,90.62,83.5
2012,300000F-MT01010,90.29,94.06,90.62,83.5
2013,300000F-MT01010,90.29,94.06,90.62,83.5
2014,300000F-MT01010,90.29,94.06,90.62,83.5
2015,300000F-MT01010,90.29,94.06,90.62,83.5
2016,300000F-MT01010,90.29,94.06,90.62,83.5
2017,300000F-MT01010,90.29,94.06,90.62,83.5
2018,300000F-MT01010,90.29,94.06,90.62,83.5
2019,300000F-MT01010,85.62,94.06,79.5,83.5
2020,300000F-MT01010,85.62,94.06,79.5,83.5
2021,300000F-MT01010,85.62,94.06,79.5,83.5
1999,300000CLMT01010,91.89,94.06,90.62,91.41
2000,300000CLMT01010,91.89,94.06,90.62,91.41
2001,300000CLMT01010,91.89,94.06,90.62,91.41
2002,300000CLMT01010,91.89,94.06,90.62,91.41
2003,300000CLMT01010,91.89,94.06,90.62,91.41
2004,300000CLMT01010,93.11,97.96,90.62,91.41
2005,300000CLMT01010,93.11,97.96,90.62,91.41
2006,300000CLMT01010,91.89,94.06,90.62,91.41
2007,300000CLMT01010,91.89,94.06,90.62,91.41
2008,300000CLMT01010,86.89,94.06,79.5,91.41
2009,300000CLMT01010,86.89,94.06,79.5,91.41
2010,300000CLMT01010,85.02,94.06,79.5,83.5
2011,300000CLMT01010,85.02,94.06,79.5,83.5
2012,300000CLMT01010,85.02,94.06,79.5,83.5
2013,300000CLMT01010,85.02,94.06,79.5,83.5
2014,300000CLMT01010,85.02,94.06,79.5,83.5
2015,300000CLMT01010,84.28,91.7,79.5,83.5
2016,300000CLMT01010,91.15,91.7,90.62,91.41
2017,300000CLMT01010,91.15,91.7,90.62,91.41
2018,300000CLMT01010,86.15,91.7,79.5,91.41
2019,300000CLMT01010,86.15,91.7,79.5,91.41
2020,300000CLMT01010,86.15,91.7,79.5,91.41
2021,300000CLMT01010,86.15,91.7,79.5,91.41
1995,300000CHZ301010,85.29,90.79,78.7,90.5
1996,300000CHZ301010,84.44,89.88,77.92,89.59
1997,300000CHZ301010,83.59,88.98,77.14,88.7
1998,300000CHZ301010,82.76,88.09,76.37,87.81
1999,300000CHZ301010,81.93,87.21,75.6,86.93
2000,300000CHZ301010,81.11,86.34,74.85,86.06
2001,300000CHZ301010,80.3,85.47,74.1,85.2
2002,300000CHZ301010,79.5,84.62,73.36,84.35
2003,300000CHZ301010,78.7,83.77,72.62,83.5
2004,300000CHZ301010,77.91,82.94,71.9,82.67
2005,300000CHZ301010,77.13,82.11,71.18,81.84
2006,300000CHZ301010,76.36,81.29,70.47,81.02
2007,300000CHZ301010,75.6,80.47,69.76,80.21
2008,300000CHZ301010,74.84,79.67,69.06,79.41
2009,300000CHZ301010,74.09,78.87,68.37,78.62
2010,300000CHZ301010,73.35,78.08,67.69,77.83
2011,300000CHZ301010,72.62,77.3,67.01,77.05
2012,300000CHZ301010,71.89,76.53,66.34,76.28
2013,300000CHZ301010,71.18,75.76,65.68,75.52
2014,300000CHZ301010,70.46,75.01,65.02,74.77
2015,300000CHZ301010,69.76,74.26,64.37,74.02
2016,300000CHZ301010,69.06,73.51,63.73,73.28
2017,300000CHZ301010,68.37,72.78,63.09,72.54
2018,300000CHZ301010,67.69,72.05,62.46,71.82
2019,300000CHZ301010,67.01,71.33,61.84,71.1
2020,300000CHZ301010,66.34,70.62,70.62,70.39
2021,300000CHZ301010,65.68,69.91,69.91,69.69
1995,300000CEXA92010,98.54,99.94,99.87,95.63
1996,300000CEXA92010,98.54,99.94,99.87,95.63
1997,300000CEXA92010,94.82,97.96,95.25,91.41
1998,300000CEXA92010,94.82,97.96,95.25,91.41
1999,300000CEXA92010,94.82,97.96,95.25,91.41
2000,300000CEXA92010,94.82,97.96,95.25,91.41
2001,300000CEXA92010,94.82,97.96,95.25,91.41
2002,300000CEXA92010,94.82,97.96,95.25,91.41
2003,300000CEXA92010,94.82,97.96,95.25,91.41
2004,300000CEXA92010,94.82,97.96,95.25,91.41
2005,300000CEXA92010,94.82,97.96,95.25,91.41
2006,300000CEXA92010,94.82,97.96,95.25,91.41
2007,300000CEXA92010,94.82,97.96,95.25,91.41
2008,300000CEXA92010,92.3,97.96,95.25,83.5
2009,300000CEXA92010,90.51,97.96,90.62,83.5
2010,300000CEXA92010,89.36,94.06,90.62,83.5
2011,300000CEXA92010,89.36,94.06,90.62,83.5
2012,300000CEXA92010,89.36,94.06,90.62,83.5
2013,300000CEXA92010,89.36,94.06,90.62,83.5
2014,300000CEXA92010,89.36,94.06,90.62,83.5
2015,300000CEXA92010,89.36,94.06,90.62,83.5
2016,300000CEXA92010,89.36,94.06,90.62,83.5
2017,300000CEXA92010,89.36,94.06,90.62,83.5
2018,300000CEXA92010,89.36,94.06,90.62,83.5
2019,300000CEXA92010,89.36,94.06,90.62,83.5
2020,300000CEXA92010,91.88,94.06,90.62,91.41
2021,300000CEXA92010,91.88,94.06,90.62,91.41
1995,300000CEXA89010,94.07,97.96,95.25,91.41
1996,300000CEXA89010,94.07,97.96,95.25,91.41
1997,300000CEXA89010,96.83,99.94,95.25,95.63
1998,300000CEXA89010,93.19,97.96,90.62,91.41
1999,300000CEXA89010,93.19,97.96,90.62,91.41
2000,300000CEXA89010,93.19,97.96,90.62,91.41
2001,300000CEXA89010,93.19,97.96,90.62,91.41
2002,300000CEXA89010,93.19,97.96,90.62,91.41
2003,300000CEXA89010,93.19,97.96,90.62,91.41
2004,300000CEXA89010,93.19,97.96,90.62,91.41
2005,300000CEXA89010,95.36,97.96,90.62,95.63
2006,300000CEXA89010,95.36,97.96,90.62,95.63
2007,300000CEXA89010,95.36,97.96,90.62,95.63
2008,300000CEXA89010,92.04,94.06,90.62,91.41
2009,300000CEXA89010,92.04,94.06,90.62,91.41
2010,300000CEXA89010,89.91,94.06,79.5,91.41
2011,300000CEXA89010,89.91,94.06,79.5,91.41
2012,300000CEXA89010,89.91,94.06,79.5,91.41
2013,300000CEXA89010,89.91,94.06,79.5,91.41
2014,300000CEXA89010,89.91,94.06,79.5,91.41
2015,300000CEXA89010,89.91,94.06,79.5,91.41
2016,300000CEXA89010,89.91,94.06,79.5,91.41
2017,300000CEXA89010,92.04,94.06,90.62,91.41
2018,300000CEXA89010,92.04,94.06,90.62,91.41
2019,300000CEXA89010,92.04,94.06,90.62,91.41
2020,300000CEXA89010,92.04,94.06,90.62,91.41
2021,300000CEXA89010,94.21,94.06,90.62,95.63
1995,300000CEXA83010,99.92,99.94,99.87,100.0
1996,300000CEXA83010,99.92,99.94,99.87,100.0
1997,300000CEXA83010,99.92,99.94,99.87,100.0
1998,300000CEXA83010,96.22,97.96,95.25,95.63
1999,300000CEXA83010,96.22,97.96,95.25,95.63
2000,300000CEXA83010,96.22,97.96,95.25,95.63
2001,300000CEXA83010,96.22,97.96,95.25,95.63
2002,300000CEXA83010,96.22,97.96,95.25,95.63
2003,300000CEXA83010,96.22,97.96,95.25,95.63
2004,300000CEXA83010,96.22,97.96,95.25,95.63
2005,300000CEXA83010,96.22,97.96,95.25,95.63
2006,300000CEXA83010,96.22,97.96,95.25,95.63
2007,300000CEXA83010,96.22,97.96,95.25,95.63
2008,300000CEXA83010,96.22,97.96,95.25,95.63
2009,300000CEXA83010,93.19,97.96,90.62,91.41
2010,300000CEXA83010,93.19,97.96,90.62,91.41
2011,300000CEXA83010,93.19,97.96,90.62,91.41
2012,300000CEXA83010,93.19,97.96,90.62,91.41
2013,300000CEXA83010,93.19,97.96,90.62,91.41
2014,300000CEXA83010,95.41,97.96,95.25,91.41
2015,300000CEXA83010,95.41,97.96,95.25,91.41
2016,300000CEXA83010,95.41,97.96,95.25,91.41
2017,300000CEXA83010,95.41,97.96,95.25,91.41
2018,300000CEXA83010,95.41,97.96,95.25,91.41
2019,300000CEXA83010,95.41,97.96,95.25,91.41
2020,300000CEXA83010,95.41,97.96,95.25,91.41
2021,300000CEXA83010,95.41,97.96,95.25,91.41
1995,300000CEXA78010,98.2,99.94,99.87,95.63
1996,300000CEXA78010,98.2,99.94,99.87,95.63
1997,300000CEXA78010,94.34,97.96,95.25,91.41
1998,300000CEXA78010,94.34,97.96,95.25,91.41
1999,300000CEXA78010,94.34,97.96,95.25,91.41
2000,300000CEXA78010,94.34,97.96,95.25,91.41
2001,300000CEXA78010,94.34,97.96,95.25,91.41
2002,300000CEXA78010,94.34,97.96,95.25,91.41
2003,300000CEXA78010,96.01,97.96,95.25,95.63
2004,300000CEXA78010,96.01,97.96,95.25,95.63
2005,300000CEXA78010,96.01,97.96,95.25,95.63
2006,300000CEXA78010,94.34,97.96,95.25,91.41
2007,300000CEXA78010,94.34,97.96,95.25,91.41
2008,300000CEXA78010,94.34,97.96,95.25,91.41
2009,300000CEXA78010,92.58,97.96,90.62,91.41
2010,300000CEXA78010,92.58,97.96,90.62,91.41
2011,300000CEXA78010,89.44,97.96,90.62,83.5
2012,300000CEXA78010,89.44,97.96,90.62,83.5
2013,300000CEXA78010,88.57,94.06,90.62,83.5
2014,300000CEXA78010,89.44,97.96,90.62,83.5
2015,300000CEXA78010,89.44,97.96,90.62,83.5
2016,300000CEXA78010,89.44,97.96,90.62,83.5
2017,300000CEXA78010,89.44,97.96,90.62,83.5
2018,300000CEXA78010,84.36,94.06,79.5,83.5
2019,300000CEXA78010,84.36,94.06,79.5,83.5
2020,300000CEXA78010,92.58,97.96,90.62,91.41
2021,300000CEXA78010,92.58,97.96,90.62,91.41
1995,300000CEXA62010,99.79,97.96,99.87,100.0
1996,300000CEXA62010,99.79,97.96,99.87,100.0
1997,300000CEXA62010,97.78,97.96,95.25,100.0
1998,300000CEXA62010,93.58,97.96,95.25,91.41
1999,300000CEXA62010,93.58,97.96,95.25,91.41
2000,300000CEXA62010,93.58,97.96,95.25,91.41
2001,300000CEXA62010,93.58,97.96,95.25,91.41
2002,300000CEXA62010,93.58,97.96,95.25,91.41
2003,300000CEXA62010,93.58,97.96,95.25,91.41
2004,300000CEXA62010,93.58,97.96,95.25,91.41
2005,300000CEXA62010,91.27,94.06,90.62,91.41
2006,300000CEXA62010,91.27,94.06,90.62,91.41
2007,300000CEXA62010,91.27,94.06,90.62,91.41
2008,300000CEXA62010,91.27,94.06,90.62,91.41
2009,300000CEXA62010,91.27,94.06,90.62,91.41
2010,300000CEXA62010,86.26,91.7,79.5,91.41
2011,300000CEXA62010,86.26,91.7,79.5,91.41
2012,300000CEXA62010,86.26,91.7,79.5,91.41
2013,300000CEXA62010,86.26,91.7,79.5,91.41
2014,300000CEXA62010,91.27,94.06,90.62,91.41
2015,300000CEXA62010,91.27,94.06,90.62,91.41
2016,300000CEXA62010,87.69,97.96,90.62,83.5
2017,300000CEXA62010,87.69,97.96,90.62,83.5
2018,300000CEXA62010,91.57,97.96,90.62,91.41
2019,300000CEXA62010,91.57,97.96,90.62,91.41
2020,300000CEXA62010,91.57,97.96,90.62,91.41
2021,300000CEXA62010,91.57,97.96,90.62,91.41
1995,300000CEXA51010,95.68,97.96,95.25,95.63
1996,300000CEXA51010,95.68,97.96,95.25,95.63
1997,300000CEXA51010,91.33,94.06,90.62,95.63
1998,300000CEXA51010,91.33,94.06,90.62,95.63
1999,300000CEXA51010,91.76,97.96,90.62,91.41
2000,300000CEXA51010,91.76,97.96,90.62,91.41
2001,300000CEXA51010,91.76,97.96,90.62,91.41
2002,300000CEXA51010,91.76,97.96,90.62,91.41
2003,300000CEXA51010,91.76,97.96,90.62,91.41
